#New xsec file, equivalent to XSection-MC15-13TeV.data at the moment of creation but with amcatnlopythia8 among showering algorithms
# svn co $SVNOFF/PhysicsAnalysis/SUSYPhys/SUSYTools/trunk, taken on 02.06.2015
# cat susy_crosssections_13TeV.txt|awk '{if ($1 != "" && $1 != "#") { s=$3*$5 ; print $1 "   " s "   " $4 " "}else{print $0}}'
# cross-sections are in pb

################################################################################################################   0
# BSM tttt ttZ' signals (s+t channel processes), ct=3, theta=0.79
344859   0.001            1 herwigpp
344855   0.001            1 herwigpp
344856   0.001            1 herwigpp
344857   0.001            1 herwigpp
344858   0.001            1 herwigpp
344860   0.001            1 herwigpp
344861   0.001            1 herwigpp
344862   0.001            1 herwigpp
344863   0.001            1 herwigpp
#SS->4W
344927   0.001            1 pythia8
344928   0.001            1 pythia8
344929   0.001            1 pythia8
344930   0.001            1 pythia8
344931   0.001            1 pythia8
344932   0.001            1 pythia8
344933   0.001            1 pythia8
344934   0.001            1 pythia8
344935   0.001            1 pythia8
344936   0.001            1 pythia8
344937   0.001            1 pythia8
344938   0.001            1 pythia8
344939   0.001            1 pythia8
344940   0.001            1 pythia8
344941   0.001            1 pythia8
344942   0.001            1 pythia8
344943   0.001            1 pythia8
344944   0.001            1 pythia8
344945   0.001            1 pythia8
344946   0.001            1 pythia8
344947   0.001            1 pythia8
344948   0.001            1 pythia8
344949   0.001            1 pythia8
344950   0.001            1 pythia8
344951   0.001            1 pythia8
344952   0.001            1 pythia8
344953   0.001            1 pythia8
344954   0.001            1 pythia8
344955   0.001            1 pythia8
344956   0.001            1 pythia8
344957   0.001            1 pythia8
344958   0.001            1 pythia8
344959   0.001            1 pythia8
344960   0.001            1 pythia8
344961   0.001            1 pythia8
344962   0.001            1 pythia8
344963   0.001            1 pythia8
344964   0.001            1 pythia8
344965   0.001            1 pythia8
344966   0.001            1 pythia8

# diphoton samples - ANALYSISTO-357
364500 57.654 1.0 sherpa
364501 34.568 1.0 sherpa
364502 6.2934 1.0 sherpa
364503 0.49159 1.0 sherpa
364504 0.063052 1.0 sherpa
364505 57.697 1.0 sherpa
364506 34.605 1.0 sherpa
364507 6.2868 1.0 sherpa
364508 0.49383 1.0 sherpa
364509 0.063008 1.0 sherpa
364510 57.654 1.0 sherpa
364511 34.645 1.0 sherpa
364512 6.3013 1.0 sherpa
364513 0.49304 1.0 sherpa
364514 0.063019 1.0 sherpa
364517 5.2592 1.0 sherpa
364518 1.3391 1.0 sherpa
364519 0.2448 1.0 sherpa
364521 199.34 1.0 sherpa
364522 134.41 1.0 sherpa
364523 19.076 1.0 sherpa
364524 1.9252 1.0 sherpa
364525 0.29968 1.0 sherpa
364526 199.5 1.0 sherpa
364527 134.5 1.0 sherpa
364528 19.158 1.0 sherpa
364529 1.9171 1.0 sherpa
364530 0.2952 1.0 sherpa
364531 199.39 1.0 sherpa
364532 134.5 1.0 sherpa
364533 19.119 1.0 sherpa
364534 1.9369 1.0 sherpa
364535 0.29983 1.0 sherpa

# VLT samples - ANALYSISTO-403
307038 0.018086     1.0 pythia8
307039 0.013293     1.0 pythia8
307040 0.0098184    1.0 pythia8
307041 0.0072791    1.0 pythia8
307042 0.0054317    1.0 pythia8
307043 0.0040689    1.0 pythia8
307044 0.0030653    1.0 pythia8
307045 0.0023190    1.0 pythia8
307046 0.0017628    1.0 pythia8
307047 0.0013444    1.0 pythia8
307048 0.00078955   1.0 pythia8
307049 0.00046874   1.0 pythia8
306986 0.0045849    1.0 pythia8
306988 0.40949      1.0 pythia8
306992 0.14199      1.0 pythia8
306993 0.031846     1.0 pythia8
306995 0.017834     1.0 pythia8
306996 0.00062145   1.0 pythia8
307000 0.0045861    1.0 pythia8

# additional VLQ samples - ANALYSISTO-799
310777 	0.006679     1.0  pythia8
310778 	0.02763      1.0  pythia8
311376 	0.006558     1.0  pythia8
311377 	0.017649     1.0  pythia8
307054 	0.005989     1.0  pythia8
311365 	0.00056749   1.0  pythia8



# ttH Powheg+Pythia 8 - See ANALYSISTO-458 - Updated in ANALYSISTO-521
345672 0.23082 1.0 pythia8
345673 0.22276 1.0 pythia8
345674 0.05343 1.0 pythia8
345873 0.23082 1.0 pythia8
345874 0.22276 1.0 pythia8
345875 0.05343 1.0 pythia8

# ttH Powheg+Herwigg- See ANALYSISTO-521
345864 0.23082 1.0 herwigpp
345865 0.22276 1.0 herwigpp
345866 0.05343 1.0 herwigpp


# Diboson Sherpa 2.1 (CT10) - See ANALYSISTO-461
303014 0.82967 1.0 sherpa21
303015 0.23124 1.0 sherpa21
303016 0.009487 1.0 sherpa21
303017 0.001152 1.0 sherpa21
303018 0.000137 1.0 sherpa21
303019 2.9416e-05 1.0 sherpa21
303020 6.4643e-06 1.0 sherpa21
303021 1.4078e-06 1.0 sherpa21
303022 1.4455 1.0 sherpa21
303023 0.020183 1.0 sherpa21
303024 0.00076854 1.0 sherpa21
303025 4.9274e-05 1.0 sherpa21
303026 1.4027e-06 1.0 sherpa21
303027 8.2532e-08 1.0 sherpa21
303028 6.2467e-09 1.0 sherpa21
303029 5.4455e-10 1.0 sherpa21
303030 1006.0 1.0 sherpa21
303031 113840.0 1.0 sherpa21
303032 0.0050184 1.0 sherpa21
303033 1670300.0 1.0 sherpa21
303034 7.6314e-06 1.0 sherpa21
303035 0.00086505 1.0 sherpa21
303036 4.4654e-06 1.0 sherpa21
303037 2.738e-06 1.0 sherpa21
303038 5.7018 1.0 sherpa21
303039 0.17454 1.0 sherpa21
303040 0.0040996 1.0 sherpa21
303041 0.00031592 1.0 sherpa21
303042 1.012e-05 1.0 sherpa21
303043 6.6381e-07 1.0 sherpa21
303044 5.3313e-08 1.0 sherpa21
303045 4.8848e-09 1.0 sherpa21
303046 0.82924 1.0 sherpa21
303047 0.23264 1.0 sherpa21
303048 0.011339 1.0 sherpa21
303049 0.0016148 1.0 sherpa21
303050 0.00012947 1.0 sherpa21
303051 2.7672e-05 1.0 sherpa21
303052 6.4483e-06 1.0 sherpa21
303053 1.4021e-06 1.0 sherpa21
303054 1.2192 1.0 sherpa21
303055 0.021197 1.0 sherpa21
303056 0.00072629 1.0 sherpa21
303057 6.3945e-05 1.0 sherpa21
303058 1.5522e-06 1.0 sherpa21
303059 9.3983e-08 1.0 sherpa21
303060 7.6597e-09 1.0 sherpa21
303061 6.9789e-10 1.0 sherpa21
303062 0.92491 1.0 sherpa21
303063 0.11646 1.0 sherpa21
303064 14.074 1.0 sherpa21
303065 0.00033429 1.0 sherpa21
303066 7.9721e-06 1.0 sherpa21
303067 5.5624e-06 1.0 sherpa21
303068 2.7573e-05 1.0 sherpa21
303069 4.0153e-05 1.0 sherpa21
303070 5.7062 1.0 sherpa21
303071 0.17381 1.0 sherpa21
303072 0.0040863 1.0 sherpa21
303073 0.00031149 1.0 sherpa21
303074 1.0088e-05 10 sherpa21
303075 6.6391e-07 1.0 sherpa21
303076 5.4325e-08 1.0 sherpa21
303077 4.8389e-09 1.0 sherpa21

# tt - Powheg+Pythia8 with varied top width - See ANALYSISTO-572
410690 397.12 1.1391 pythia8
410691 397.12 1.1391 pythia8

# tt - Powheg+Pythia8 w/ shower weights - See ANALYSISTO-451
410470 396.87 1.1398 pythia8
410471 332.97 1.1397 pythia8
410472 76.95 1.1398 pythia8

### ttbar Powheg+Pythia 8 samples with decorrelated shower scales - see ANALYSISTO-860
411296 320.155 1.1391 pythia8
411297  77.004 1.1392 pythia8
411298 333.113 1.1392 pythia8

# tt - Powheg+Herwig7 - See ANALYSISTO-451
410555 397.161 1.1391 herwigpp
410557 320.112 1.1392 herwigpp
410558 77.00 1.1391 herwigpp

## ttbar Sherpa 2.2.8 samples - see ANALYSISTO-903
421152 147.4  1.2385 sherpa
421153 147.31 1.2385 sherpa
421154 70.81  1.2385 sherpa

# Diboson Sherpa samples
364252 0.061744 1.0 sherpa
345723 0.0071108 1.0 sherpa

#tt all-hadronic
410481 332.973 1.1398 pythia8
410559 333.128 1.1391 herwigpp

#tWZ - see ANALYSISTO-531
410408 0.016046 1.0 amcatnlopythia8

# more tWZ samples - ANALYSISTO-817
412118  0.016082  1.0  amcatnlopythia8
412119  0.014697  1.0  amcatnlopythia8

#tWgamma samples - ANALYSISTO-816
412120 0.24553  1.0 pythia8
412122 0.24553  1.0 herwigpp

## Wtgamma sample - see ANALYSISTO-851
412006  0.28777  1.0  pythia8
412007  0.29914  1.0  herwigpp

#Pythia8 dijet - JZX Muon-filtered samples - see ANALYSYSTO-532
427000 35076481.8 1.0 pythia8
427030 1603845.84 1.0 pythia8
427031 1418966.932 1.0 pythia8
427032 478294.124 1.0 pythia8
427033 12390.84973 1.0 pythia8
427034 207.276459 1.0 pythia8

#ttH125_mumu - see ANALYSYSTO-520
344388 0.46725 1.0 amcatnlopythia8

#monotop non-resonant (W->lnu) MadGraph5+Pythia8+EvtGen samples - see ANALYSISTO-537

#leptonic ttbar with deadcone effect On/Off - See ANALYSISTO-550
410412 320.899 1.0 pythia8
410413 319.108 1.0 pythia8

#dilepton-filtered Powheg+Pythia8 Wt samples - See ANALYSISTO-556
410648 3.9968 0.945 pythia8
410649 3.9940 0.946 pythia8

#Ht-sliced ttbar Powheg+Pythia8+EvtGen samples - See ANAYSISTO-565
407342 0.4472249491 1.1398 pythia8
407343 2.595354028 1.1398 pythia8
407344 18.71057303 1.1398 pythia8

407348 0.2614192202 1.1695 amcatnlopythia8
407349 1.984575695 1.1695 amcatnlopythia8
407350 16.48725444 1.1695 amcatnlopythia8

407354 0.4152290035 1.1392 herwigpp
407355 2.451478625 1.1392 herwigpp
407356 17.95925358 1.1392 herwigpp

#Sherpa2.22 NNPDF30NNLO ggllvvIntNoHiggs - see ANALYSISTO-568
345708 0.0047321 1.0 sherpa
345716 0.12186 1.0 sherpa
345709 0.0010556 1.0 sherpa

#pythia8 gamma + jets samples - see ANALYSISTO-570
423099 5524531.04 1.0 pythia8
423100 480990.84 1.0 pythia8
423101 35275.59 1.0 pythia8
423102 10135.88 1.0 pythia8
423103 4184.36 1.0 pythia8
423104 331.86 1.0 pythia8
423105 19.25 1.0 pythia8
423106 1.25589 1.0 pythia8
423107 0.080659 1.0 pythia8
423108 0.0261548 1.0 pythia8
423109 0.00146234 1.0 pythia8
423110 0.0001141068 1.0 pythia8
#PhPy8EG_A14_tchan_BW50_lept - see ANALYSISTO-617
410658 36.993 1.191 pythia8
410659 22.175 1.183 pythia8

#FCNC samples - see ANALYSISTO-573
410640 3.1373	 1.0 pythia8
410641 0.77433	 1.0 pythia8
410760 0.0099835 1.0 amcatnlopythia8
410761 0.06900	 1.0 amcatnlopythia8
410762 0.0099981 1.0 amcatnlopythia8
410763 0.06903	 1.0 amcatnlopythia8

# ttbar non-allhad slice samples - see ANALYSISTO-737
410633 3.3594502 1.1398 pythia8
410634 1.3694676 1.1398 pythia8
410635 0.59837491 1.1398 pythia8
410636 0.35603289 1.1397 pythia8
410637 0.20283227 1.1398 pythia8

# ttbar with tWs decay enabled - see ANALYSISTO-577
410491    379.242475     1.0   pythia8
410492    379.242475     1.0   pythia8

# ttH (aMcAtNlo Pythia8) - see ANALYSISTO-578 - kfactors from ANALYSISTO-625
345940    0.051171       1.1   amcatnlopythia8   # tt -> dil
345941    0.20463        1.1   amcatnlopythia8   # tt -> semilep - seems buggy
345942    0.20486        1.1   amcatnlopythia8   # tt -> allhad

#LQLQ->tmumu samples - see ANALYSISTO-579
309933 0.0024289 1 amcatnlopythia8
309934 0.000089029 1 amcatnlopythia8

#DS dilepton-filtered Powheg+Pythia8 Wt samples - see ANALYSISTO-581
410656   3.8926   0.9670   pythia8
410657   3.9698   0.9482   pythia8

# tW PowHeg+Herwig7 dilepton-filtered  samples - see ANALYSISTO-585
411038   3.9991   0.9412  herwigpp
411039   3.9963   0.9419  herwigpp

#NLO tllq Madgraph Pythia8 trilepton-filtered - see ANALYSISTO-587 - WARNING! XSEC FROM CONTAINERS WITH PARTIALLY AVAILABLE EVENTS, XSEC MAY CHANGE IN THE FUTURE!
410436   0.029584   1.0  amcatnlopythia8
410437   0.027194   1.0  amcatnlopythia8
410438   0.031878   1.0  amcatnlopythia8
#LRSM signal
306534 0.029708   1.0 amcatnlopythia8
306535 0.02845    1.0 amcatnlopythia8
306536 0.0038988  1.0 amcatnlopythia8
306537 0.00068688 1.0 amcatnlopythia8
306528 0.011018   1.0 amcatnlopythia8
306529 0.0099158  1.0 amcatnlopythia8
306530 0.0095138  1.0 amcatnlopythia8
306531 0.0013074  1.0 amcatnlopythia8
306532 0.00022957 1.0 amcatnlopythia8

# more LRSM samples ANALYSISTO-943
309599 0.001633  1.0 amcatnlopythia8
309611 0.0008915 1.0 amcatnlopythia8
309593 0.0030257 1.0 amcatnlopythia8

#tW PowHeg+Herwig7 inclusive  samples - see ANALYSISTO-588
411036 37.958 0.9448 herwigpp
411037 37.929 0.9448 herwigpp
#s-channel PowHeg+Herwig7 samples - see ANALYSISTO-589
411034 2.0279 1.016 herwigpp
411035 1.2687 1.016 herwigpp
#t-channel PowHeg+Herwig7 - see ANALYSISTO-604
411033 37.017 1.193 herwigpp
411032 22.194 1.184 herwigpp

#LQmix pair production
309867 7.9553      1.0 amcatnlopythia8
309868 0.489390    1.0 amcatnlopythia8
309869 0.011688    1.0 amcatnlopythia8
309870 0.000699490 1.0 amcatnlopythia8
309871 0.000061019 1.0 amcatnlopythia8
309872 7.9549      1.0 amcatnlopythia8
309873 0.489370    1.0 amcatnlopythia8
309874 0.011689    1.0 amcatnlopythia8
309875 0.000699490 1.0 amcatnlopythia8
309876 0.000061019 1.0 amcatnlopythia8
309877 7.9555      1.0 amcatnlopythia8
309878 0.489360    1.0 amcatnlopythia8
309879 0.011689    1.0 amcatnlopythia8
309880 0.000699490 1.0 amcatnlopythia8
309881 0.000061021 1.0 amcatnlopythia8
309882 7.9549      1.0 amcatnlopythia8
309883 0.48937     1.0 amcatnlopythia8
309884 0.011680    1.0 amcatnlopythia8
309885 0.00069947  1.0 amcatnlopythia8
309886 0.000061020 1.0 amcatnlopythia8


#LQ amc@nlo samples - see ANALYSISTO-607
309931 0.053938 1.0 amcatnlopythia8
309932 0.000607 1.0 amcatnlopythia8
310175 0.271489 1.0 amcatnlopythia8
310176 0.003028 1.0 amcatnlopythia8

#PowhegPythia8 varied mass ttbar samples - see ANALYSISTO-610
411045 333.324 1.1455 pythia8
411046 324.337 1.1416 pythia8
411049 315.625 1.1378 pythia8
411050 307.224 1.1340 pythia8
411053  80.107 1.1455 pythia8
411054  77.947 1.1416 pythia8
411057  75.856 1.1378 pythia8
411058  73.831 1.1340 pythia8

#ttbar aMC@NLO - see ANALYSISTO-611
410464 313.275 1.1691 amcatnlopythia8
410465  76.316 1.1681 amcatnlopythia8
410466 321.973 1.1692 amcatnlopythia8

### ttbar PP8 samples with the same settings for Pythia as aMC@NLO+Pythia
### the samples are Powheg+Pythia, but since the Pythia setting is similar to aMC@NLO, and that is what matters
### for btag MC/MC SFs, adding "amcatnlopythia8"
411288 399.747 1.1405 amcatnlopythia8
411289  78.545 1.1400 amcatnlopythia8
411359 399.473 1.1408 amcatnlopythia8
411360  78.472 1.1410 amcatnlopythia8

### additional ttbar PP8 variations (A14 Var2) - see ANALYSISTO-992
411363     319.98     1.1411     pythia8
411364     319.98     1.1411     pythia8
### ttbar PP8 with SpaceShower: dipoleRecoil = on
411326     320.16     1.1391     pythia8
### Sherpa 2.2.8 ttbar - see ANALYSISTO-992
421155     314.24     1.2076     sherpa228
421156     150.94     1.2076     sherpa228
421157     150.94     1.2076     sherpa228
421158     72.638     1.2076     sherpa228


### ttbar Powheg+Pythia8 with modified r_b parameter - see ANALYSISTO-879
411290 396.87 1.1398 pythia8
411291  76.95 1.1398 pythia8

# tW-channel aMC@NLO+Pythia8 samples - see ANALYSISTO-614
412002   73.83   0.9711 amcatnlopythia8
412003   7.903   0.956 amcatnlopythia8

# protos pythia8 tchan lept tbj - see ANALYSISTO-616
410908 70.305 1.0 pythia8

#ttbar all hadronic HT-filtered samples - see ANALYSISTO-619
410428 50.275315  1.1398 pythia8
410429 3.7381956  1.1398 pythia8
410430 52.784290  1.1398 pythia8
410431 4.0843548  1.1398 pythia8
410444 0.64776575 1.1398 pythia8
410445 0.67991537 1.1399 pythia8

# ttbar all hadronic HT-filtered PP8* with ME corr and recoil off - ANALYSISTO-989
600031 333.0451 1.139132 amcatnlopythia8
600067 3.271308 1.139132 amcatnlopythia8
600068 0.5804852 1.139132 amcatnlopythia8
# ttbargamma  MadGraph+Pythia8 samples - see ANALYSISTO-626

# Powheg+Pythia8 tt+bb - see ANALYSISTO-630, ANALYSISTO-707
411068  11.644  1.0 pythia8
411069  2.793   1.0 pythia8
411070  12.095  1.0 pythia8
# Powheg+Pythia8 tt+bb OTF production, MadSpin decays - see ATLMCPROD-7240
# no K-factor - values from AMI
## ANALYSISTO-842
411178  3.246   1.0 pythia8
411179  6.913   1.0 pythia8
411180  6.732   1.0 pythia8
411275  14.529  1.0 pythia8

# Protos+Pythia8 t-channel samples - see ANALYSISTO-635
410909 70.305 1.0 pythia8
410910 70.305 1.0 pythia8
410911 70.305 1.0 pythia8
410912 70.305 1.0 pythia8
410913 70.305 1.0 pythia8
410914 70.305 1.0 pythia8
410915 70.305 1.0 pythia8

# Sherpa triboson samples - see ANALYSISTO-637
407311 0.0001025  1.0 sherpa
407312 0.00056763 1.0 sherpa
407313 0.0043651  1.0 sherpa
407314 0.015773   1.0 sherpa
407315 0.0058087  1.0 sherpa

# Allhadronic HT-filtered systematic samples - see ANALYSISTO-640
410432 47.516051    1.1392 herwigpp
410433  3.5123866   1.1392 herwigpp
410446  0.60644069  1.1392 herwigpp
410434 44.516741    1.1686 amcatnlopythia8
410435  3.03149     1.1694 amcatnlopythia8
410447  0.42806635  1.1696 amcatnlopythia8
# Single top t-channel samples - see ANALYSISTO-640
410616 88.7910 1.0347 pythia8
410617 52.3150 1.0451 pythia8

### ttbar additional HF-hadron filtered, top decay LHE-filtered
### Xsection values may evolve if/when filter efficiencies are refined
## Powheg+Pythia8 - see ANALYSISTO-648
# l+jets
411073    2.939       1.1398      pythia8
411074    15.50       1.1398      pythia8
411075    13.19       1.1398      pythia8
# dilept
411076    0.6740      1.1398      pythia8
411077    3.582       1.1398      pythia8
411078    3.034       1.1397      pythia8
# allhad
411079    3.199       1.1398      pythia8
411080    16.74       1.1398      pythia8
411081    14.11       1.1398      pythia8
## Powheg+Herwig7 - see ANALYSISTO-648
# l+jets
411082    2.099       1.1392      herwigpp
411083    20.51       1.1392      herwigpp
411084    11.18       1.1392      herwigpp
# dilepton
411085    0.4819      1.1392      herwigpp
411086    4.868       1.1392      herwigpp
411087    2.598       1.1392      herwigpp
# allhad
411088    2.279       1.1392      herwigpp
411089    21.61       1.1392      herwigpp
411090    11.84       1.1392      herwigpp

### J/psi Pythia8 samples - See ANALYSISTO-651
300005       2.1528        1.0     pythia8
300203   19573000.0        1.0     pythia8

### additional J/Psi samples = See ANALYSISTO-1011
500796   0.5017   1.0   pythia8
500797   0.1934   1.0   pythia8
800288   2.8841   1.0   pythia8
800289   0.1933   1.0   pythia8


### FCNC Herwig7 samples - See ANALYSISTO-655
411123 3.1373  1.0 	herwigpp
411124 0.77433 1.0 	herwigpp

### Pythia8 JF17 sample - See ANALYSISTO-657
423300 2433800.0 1.0 pythia8

### MadGraph + Pythia8 LRSM samples - See ANALYSISTO-660
310426   0.0068771    1.0    pythia8
310427   0.0064397    1.0    pythia8
310428   0.0062063    1.0    pythia8
310429   0.0043942    1.0    pythia8
310430   0.0040632    1.0    pythia8
310431   0.0028664    1.0    pythia8
310432   0.0026092    1.0    pythia8
310433   0.0024847    1.0    pythia8
310434   0.0019163    1.0    pythia8
310435   0.001715     1.0    pythia8
310436   0.001614     1.0    pythia8
310437   0.001556     1.0    pythia8
310438   0.0013095    1.0    pythia8
310439   0.0011523    1.0    pythia8
310440   0.0010744    1.0    pythia8
310441   0.0010136    1.0    pythia8
310442   0.0009246    1.0    pythia8
310443   0.0007959    1.0    pythia8
310444   0.0007331    1.0    pythia8
310445   0.0006697    1.0    pythia8
310446   0.0005631    1.0    pythia8
310447   0.0005116    1.0    pythia8
310448   0.0004728    1.0    pythia8
310449   0.0004974    1.0    pythia8
310450   0.0004111    1.0    pythia8
310451   0.0003679    1.0    pythia8
310452   0.0003343    1.0    pythia8
310453   0.0003104    1.0    pythia8
310454   0.0003799    1.0    pythia8
310455   0.0003079    1.0    pythia8
310456   0.0002725    1.0    pythia8
310457   0.000244     1.0    pythia8
310458   0.0002225    1.0    pythia8
310459   0.0002978    1.0    pythia8
310460   0.0002348    1.0    pythia8
310461   0.0002074    1.0    pythia8
310462   0.0001834    1.0    pythia8
310463   0.0001648    1.0    pythia8

### NLO SM4tops (correct scale definition) samples - see ANALYSISTO-666
412043    0.010624    1.1267    amcatnlopythia8
412044    0.010704    1.1183    herwigpp
### NLO SM4tops (wrong scale definition) - see ANALYSISTO-666
412045   0.013837    0.86507    amcatnlopythia8
412046   0.013714    0.87283    herwigpp

### NLO SM4tops -- Sherpa -- see ANALYSISTO-883
421330   0.011852    1.0101     sherpa

# LO SM4tops - see ANALYSISTO-666
412115    0.006263    1.9112    pythia8

### FCNC tqgamma samples - see ANALYSISTO-675
410980  21.608  1.0   amcatnlopythia8
410981  21.609	1.0   amcatnlopythia8
410984	21.609  1.0   amcatnlopythia8
410985	21.611  1.0   amcatnlopythia8

### Single top and ttbar mass variation samples - see ANALYSISTO-678
411091 	37.86  	1.1991 	pythia8
411092 	22.82  	1.1859 	pythia8
411093 	37.26  	1.1992 	pythia8
411094 	22.45  	1.1855 	pythia8
411095 	36.98  	1.1986 	pythia8
411096 	22.27  	1.1851 	pythia8
411097 	37.03  	1.1946 	pythia8
411098 	22.22  	1.1852 	pythia8
411099 	36.79  	1.1978 	pythia8
411100 	22.13  	1.1850 	pythia8
411101 	36.67  	1.1993 	pythia8
411102 	22.08  	1.1850 	pythia8
411103 	36.40  	1.1988 	pythia8
411104 	21.90  	1.1850 	pythia8
411105 	35.82  	1.1992 	pythia8
411106 	21.54  	1.1845 	pythia8
411107 	40.05  	0.9457 	pythia8
411108 	40.02  	0.9457 	pythia8
411109 	38.82  	0.9455 	pythia8
411110 	38.80  	0.9455 	pythia8
411111 	38.23  	0.9454 	pythia8
411112 	38.20  	0.9454 	pythia8
411113 	38.08  	0.9454 	pythia8
411114 	38.05  	0.9454 	pythia8
411115 	37.79  	0.9453 	pythia8
411116 	37.76  	0.9453 	pythia8
411117 	37.65  	0.9453 	pythia8
411118 	37.62  	0.9453 	pythia8
411119 	37.07  	0.9452 	pythia8
411120 	37.04  	0.9452 	pythia8
411121 	35.96  	0.9450 	pythia8
411122 	35.93  	0.9450 	pythia8
411044 	352.19 	1.1404 	pythia8
411047 	322.14 	1.1398 	pythia8
411048 	317.79 	1.1397 	pythia8
411051 	291.21 	1.1391 	pythia8
411052 	84.64  	1.1407 	pythia8
411055 	77.42  	1.1401 	pythia8
411056 	76.37  	1.1401 	pythia8
411059 	69.97  	1.1395 	pythia8


### Single VLQ samples - see ANALYSISTO-682
310496 0.032278   1.0  pythia8
310497 0.11903    1.0  pythia8
310498 0.011605   1.0  pythia8
310499 0.01193    1.0  pythia8
310501 0.15006    1.0  pythia8
310561 0.27102    1.0  pythia8
310562 0.19673    1.0  pythia8
310563 0.14462    1.0  pythia8
310564 0.10723    1.0  pythia8
310565 0.080157   1.0  pythia8
310566 0.15869    1.0  pythia8
310567 0.13738    1.0  pythia8
310568 0.11901    1.0  pythia8
310569 0.10332    1.0  pythia8
310570 0.089782   1.0  pythia8
310571 0.078186   1.0  pythia8
310572 0.068072   1.0  pythia8
310573 0.0594     1.0  pythia8
310574 0.051926   1.0  pythia8
310575 0.039759   1.0  pythia8
310576 0.030609   1.0  pythia8

### Single-top t-channel and s-channel samples - see ANALYSISTO-683
412004 64.326 1.0950 amcatnlopythia8
412005 3.333 1.0051 amcatnlopythia8

### HLepFilter Q2cHbWp and Q2cHbWm samples - see ANALYSISTO-687
410698 43.800 0.431 amcatnlopythia8
410699 43.736 0.431 amcatnlopythia8

### Flat pt Z-prime sample - see ANALYSISTO-692
427081 3837100.0 1.0 pythia8

### Single T VLQ sample - see ANALYSISTO-694
307018 5.8449E-06 1.0 pythia8

### aMC@NLOPythia8 FCNC samples - see ANALYSISTO-698
410884 1.5879E-03 1.0 amcatnlopythia8
410885 1.5879E-03 1.0 amcatnlopythia8

### t-channel Protos+Pythia8 non SM samples - see ANALYSISTO-701
410916 70.305 1.0 pythia8
410917 70.305 1.0 pythia8
410918 70.305 1.0 pythia8
410919 70.305 1.0 pythia8
410920 70.305 1.0 pythia8
410996 70.305 1.0 pythia8

### allhadronic mtt-sliced Powheg+Pythia8 samples - see ANALYSISTO-703
410284 2.83515645 1.1397 pythia8
410285 1.15373475 1.1398 pythia8
410286 0.50209552 1.1397 pythia8
410287 0.31525200 1.1398 pythia8
410288 0.17805900 1.1398 pythia8

### amc@nlo+pythia8 samples DSIDs for Leptoquark pair production - see ANALYSISTO-706
310542 0.011676    1.0 amcatnlopythia8
310544 0.011678    1.0 amcatnlopythia8
310546 0.011678    1.0 amcatnlopythia8
310548 0.011678    1.0 amcatnlopythia8
310549 0.011678    1.0 amcatnlopythia8
310550 7.9573      1.0 amcatnlopythia8
310551 7.9569      1.0 amcatnlopythia8
310552 0.49064     1.0 amcatnlopythia8
310553 0.49065     1.0 amcatnlopythia8
310554 0.011671    1.0 amcatnlopythia8
310555 0.011679    1.0 amcatnlopythia8
310556 0.00069755  1.0 amcatnlopythia8
310557 0.00069908  1.0 amcatnlopythia8
310558 0.000061111 1.0 amcatnlopythia8
310559 0.000061111 1.0 amcatnlopythia8
310560 0.011684    1.0 amcatnlopythia8

### ttbar FCBC t->qH->tautau, see ANALYSISTO-709
411170 0.491970 1.0 pythia8
411171 0.492160 1.0 pythia8
411172 0.236440 1.0 pythia8
411173 0.236530 1.0 pythia8
411174 0.491970 1.0 pythia8
411175 0.492010 1.0 pythia8
411176 0.236440 1.0 pythia8
411177 0.236440 1.0 pythia8

### ttbar VLQ samples, see ANALYSISTO-711
310505 0.005196     1.0 amcatnlopythia8
310506 0.0011846    1.0 amcatnlopythia8
310507 0.00031072   1.0 amcatnlopythia8
310508 0.000089012  1.0 amcatnlopythia8
310509 0.000027182  1.0 amcatnlopythia8
310510 0.0000086013 1.0 amcatnlopythia8
310511 0.0051961    1.0 amcatnlopythia8
310512 0.0011845    1.0 amcatnlopythia8
310513 0.00031072   1.0 amcatnlopythia8
310540 0.000027182  1.0 amcatnlopythia8
310541 0.0000086012 1.0 amcatnlopythia8

### Exot samples, see ANALYSISTO-720
301216 0.00080617   1.0 pythia8
302336 0.001038     1.0 pythia8
302211 0.0003349    1.0 pythia8
302436 0.0001493    1.0 pythia8
301221 0.00080295   1.0 pythia8
308488 0.34653      1.0 pythia8
302186 0.0006688    1.0 pythia8
302411 0.00007501   1.0 pythia8
302286 0.00005036   1.0 pythia8
302111 0.000296     1.0 pythia8
302386 0.0004998    1.0 pythia8
302261 0.0002011    1.0 pythia8
302136 0.0002949    1.0 pythia8
302361 0.0005186    1.0 pythia8
301243 0.011414     1.0 pythia8
302236 0.0001012    1.0 pythia8
301247 0.011432     1.0 pythia8
301826 0.10335      1.0 pythia8

### tqZ samples, see ANALYSISTO-723
412063 0.03327624 1.0 amcatnlopythia8
412065 0.030741 1.0 amcatnlopythia8

### ttbar non-allhad sample needed for boosted W/top tagging, see ANALYSISTO-719
410467 114.06566 1.1398032 pythia8
410468 109.53710 1.1391632 herwigpp
